productID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143
4571,aqua / water,aluminum chlorohydrate,dimethicone,c14-22 alcohols,steareth-100/peg-136/hdi copolymer,parfum / fragrance,perlite,phenoxyethanol,c12-20 alkyl glucoside,tetrasodium glutamate diacetate,code f.i.l: c165373/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4573,aqua / water,paraffinum liquidum / mineral oil,isopropyl myristate,potassium phosphate,carbomer,sodium hydroxide,dipotassium phosphate,disodium edta,disodium cocoamphodiacetate,myrtrimonium bromide,butylene glycol,butyrospermum parkii seedcake extract / shea butter seedcake extract,parfum / fragrance,code f.i.l: b39079/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4574,aqua (water),glycerin,rhamnose,prunus armeniaca kernel oil (apricot kernel oil),caprylic (capric triglyceride),pentaerythrityl tetraethylhexanoate,cetyl alcohol,zea mays starch (corn starch),butyrospermum parkii butter (shea butter),petrolatum,glyceryl stearate,pentylene glycol,dimethicone,peg-40 stearate,cera alba (beeswax),hydroxyethylpiperazine ethane sulfonic acid,stearyl alcohol,sorbitan tristearate,dimethiconol,triethanolamine,myristyl alcohol,phenoxyethanol,adenosine,magnesium ascorbyl phosphate,ascorbyl glucoside,ploxamer 338,caprylyl glycol,xanthan gum,pentaeryhthrityl tetra-di-t-butyl hydroxyhydrocinnamate,parfum (fragrance),code f.i.l: b43840/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4576,aqua / water,cetearyl alcohol,perlite,butylene glycol,ppg-15 stearyl ether,ceteareth-33,zinc gluconate,parfum / fragrance,dimethicone,caprylyl glycol,p-anisic acid,allantoin,citric acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4579,aqua / water,dimethicone,hydrogenated polyisobutene,glycerin,rhamnose,cetyl alcohol,glyceryl stearate,polymethyl methacrylate,peg-40 stearate,cera alba / beeswax,pentylene glycol,stearic acid,stearyl alcohol,sorbitan tristearate,triethanolamine,caffeine,sodium dextran sulfate,myristyl alcohol,escin,palmitic acid,phenoxyethanol,adenosine,magnesium ascorbyl phosphate,tocopheryl acetate,poloxamer 338,ascorbyl glucoside,caprylyl glycol,code f.i.l: 159709/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4581,aqua,dimethicone,glycerin,isononyl isononanoate,alcohol denat.,niacinamide,butyrospermum parkii butter,cetyl alcohol,peg-100 stearate,glyceryl stearate,ascorbyl glucoside,ci 77163 / bismuth oxychloride,ci 77891 / titanium dioxide,ci 77491 ci 77492 ci 77499 / iron oxides,stearic acid,mica,carbomer,glycyrrhyza glabra extract / licorice root extract,triethanolamine,dimethicone/vinyl dimethicone crosspolymer,caffeine,silica,sodium citrate,palmitic acid,phenoxyethanol,ammonium polyacryldimethyltauramide/ ammonium polyacryloyldimethyl taurate,tocopheryl acetate,disodium edta,paeonia suffruticosa extract/paeonia suffruticosa root extract,citric acid,capryloyl salicylic acid,hydroxypalmitoyl sphinganine,eperua falcata bark extract,xanthan gum,dextrin,oxothiazolidinecarboxylic acid,ethylhexyl hydroxystearate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4582,aqua / water,propylene glycol,glycerin,diisopropyl sebacate,ethylhexyl salicylate,alcohol denat.,butyl methoxydibenzoylmethane,titanium dioxide (nano) / titanium dioxide,octocrylene,isohexadecane,ethylhexyl triazone,c12-15 alkyl benzoate,aluminum starch octenylsuccinate,stearic acid,triethanolamine,potassium cetyl phosphate,synthetic wax,acrylates/c10-30 alkyl acrylate crosspolymer,aluminum hydroxide,bis-ethylhexyloxyphenol methoxyphenyl triazine,caprylyl glycol,dimethicone,disodium edta,glyceryl stearate,palmitic acid,peg-100 stearate,phenoxyethanol,silica [nano] / silica,terephthalylidene dicamphor sulfonic acid,tocopherol,xanthan gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4584,caprylic/capric triglyceride,dicaprylyl carbonate,zea mays oil,macadamia ternifolia seed oil,rosa canina fruit oil,coriandrum sativum oil,simmondsia chinensis oil,prunus armeniaca kernel oil,tocopherol,passiflora edulis oil,capiscum annuum extract,pentarythrityl tetra-di-t butyl hydroxyhydroxinnamate,oryza sativa bran oil,parfum (fragrance),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4586,aqua/water,rhamnose,glycerin,alcohol denat.,dimethicone,hydroxyethylpiperazine ethane sulfonic acid,peg-20 methyl glucose sesquistearate,ci 77891 / titanium dioxide,mica,triethanolamine,sodium hyaluronate,salicyloyl phytosphingosine,palmitoyl oligopeptide,palmitoyl tetrapeptide-7,phenoxyethanol,adenosine,ammonium polyacryldimethyl tauramide / ammonium polyacryloyldimethyl taurate,chlorphenesin,disodium edta,xanthan gum,octyldodecanol,acrylates/c10-30 alkyl acrylate crosspolymer,n-hydroxysucinimide,chrysin,code f.i.l: 654577/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4587,aqua/water,c12-15 alkyl benzoate,glycerin,propylene glycol,ethylhexyl salicylate,alcohol denat,styrene/acrylates copolymer,bis-ethylhexyloxyphenol methoxyphenyl triazine,drometrizole trisiloxane,butyl methoxydibenzoylmethane,ethylhexyl triazone,polyester-5,acrylates copolymer,caprylyl glycol,disodium edta,ethylenediame/stearyl dimer dilinoleate copolymer,isopropyl lauroyl sarcosinate,peg-8 laurate,terephthalylidene dicamphor sulfonic acid,tocopherol,triethanolamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4589,aqua,aluminum chlorohydrate,dimethicone,c14-22 alcohols,steareth-100/peg-136/hdi copolymer,parfum (fragrance),perlite,c-1220 alkyl glucoside,tetrasodium glutamate diacetate,iodopropynyl butylcarbamate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4592,aqua (water),glycerin,dimethicone,caprylic/capric triglyceride,pentaerythrityl tetraisostearate,synthetic wax,butyrospermum parkii butter (shea butter),alcohol denat.,hydrogenated polyisobutene,ammonium polyacryldimethyltauramide/ammonium polyacryloyldimethyl taurate,pentylene glycol,glyceryl stearate,behenyl alcohol,stearyl dimethicone,glyceryl stearate citrate,sodium hyaluronate,phenoxyethanol,chondrus crispus (carrageenan),disodium ethylene dicocamide peg-15 disulfate,disodium edta,caprylyl glycol,citric acid,biosaccharide gum-1,parfum (fragrance),code f.i.l:164017/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4593,aqua (water),glycerin,dimethicone,caprylic/capric triglyceride,pentaerythrityl tetraisostearate,synthetic wax,butyrospermum parkii butter (shea butter),alcohol denat.,hydrogenated polyisobutene,ammonium polyacryldimethyltauramide/ammonium polyacryloyldimethyl taurate,pentylene glycol,glyceryl stearate,behenyl alcohol,stearyl dimethicone,glyceryl stearate citrate,sodium hyaluronate,phenoxyethanol,chondrus crispus (carrageenan),disodium ethylene dicocamide peg-15 disulfate,disodium edta,caprylyl glycol,citric acid,biosaccharide gum-1,parfum (fragrance),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4595,aqua,glycerin,dimethicone,peg/ppg/polybutylene glycol-8/5/3 glycerin,peg-60 hydrogenated castor oil,dimethiconol,sodium hyaluronate,phenoxyehtanol,chondrus crispus (carrageenan),ammonium polyacryldimethyltauramide,poloxamer 338,disodium edta,caprylyl glycol,citric acid,biosaccharide gum-1,acrylates/c10-30 alkyl acrylate crosspolymer,parfum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4596,aqua /water,glycerin,dimethicone,rhamnose,isohexadecane,alcoholdenat.,propanediol,isopropyl isostearate,vinyl dimethicone / methicone silsesquioxane crosspolymer,cetyl alcohol,dimethicone/vinyl dimethicone crosspolymer,behenyl alcohol,nylon-12,peg-100 stearate,ci 77163 / bismuth oxychloride,ci 77891 / titaniumdioxide,stearic acid,stearyl alcohol,arachidyl alcohol,cetearyl alcohol,cetearylglucoside,caffeine,neohesperidindihydrochalcone,palmiticacid,phenoxyethanol,adenosine,ammoniumpolyacryldimethyltauramide / ammoniumpolyacryloyldimethyl taurate,disodiumstearoyl glutamate,disodium edta,caprylyl glycol,citric acid,synthetic fluorphlogopite,acrylamide/sodiumacryloyldimethyltauratecopolymer,ethylhexylhydroxystearate,polysorbate 80,parfum/ fragrance,code f.i.l.b165780/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4597,aqua,glycerin,butyrospermum parkii butter/shea butter,rhamnose,prunus armeniaca kernel oil/apricot kernel oil,pentaerythrityl tetraethylhexanoate,dimethicone,isohexadecane,alcohol denat,propanediol,butylene glycol,stearyl alcohol,cera alba/beeswax,silica,peg-20 stearate,bis-peg-18 methyl ether dimethyl silane,peg-100 stearate,ci77163/bismuth oxychloride,ci77891/titanium dioxide,stearic acid,glyceryl stearate,dimethicone/vinyl dimethicone crosspolymer,dimethiconol,caffeine,neohesperidin dihydrochalcone,palmitic acid,phenoxyethanol,adenosine,nylon-2,poloxamer 338,disodium edta,caprylyl glycol,citric acid,synthetic flyorphlogopitee,xanthan gum,pentarythrityl tetra-di-t-butyl hydroxyhydrocinnamate,acrylamide/sodium acryloyldimethyltaurate copolymer,ethylhexyl hydroxystearate,polysorbate 80,parfum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4598,aqua / water,glycerin,coco-betaine,sodium cocoyl glycinate,peg-120 methyl glucose dioleate,sodium chloride,dipropylene glycol,lauric acid,triethanolamine,moringa pterygosperma seed extract,phenoxyethanol,caprylyl glycol,citric acid,tetrasodium edta,parfum / fragrance,code f.i.l: c169934/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4599,aqua (water),glycerin,dimethicone,propanediol,dimethicone/peg-10/15 crosspolymer,ci 42090 / blue 1,caffeine,sodium chloride,sodium citrate,sodium hyaluronate,sodium hydroxide,phenoxyethanol,p-anisic acid,chondrus crispus (carrageenan),dissodium edta,citric acid,biosaccharide gum-1,polymethylsilsesquioxane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4600,aqua/water,dimethicone,glycerin,propylene glycol,ethylhexyl palmitate,squalane,niacinamide,caprylic/capric triglyceride,butyrospermum parkii butter/shea butter,peg-100 stearate,glyceryl stearate,peg-20 stearate,carbomer,triethanolamine,dimethicone/vinyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4601,aqua/water,hexylene glycol,poloxamer 184,glycerin 1 %,disodium cocoamphodiacetate,disodium edta,citric acid,dihydrocholeth-30,sodium chloride,sodium diglycolate,sodium glycolate,polyaminopropyl biguanide,parfum/fragrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4602,aqua / water,peg-120 methyl glycose dioleate,hexylene glycol,allantoin,poloxamer 124,poloxamer 184,disodium cocoamphodiacetate,disodium edta,citric acid,polyaminopropyl biguanide. (code f.i.l. b26941/5).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4604,water,sodium laureth sulfate,peg-8,coco-betaine,hexylene glycol,sodium chloride,peg-120 methyl glucose dioleate,zinc pca,sodium hydroxide,citric acid,sodium benzoate,phenoxyethanol,caprylyl glycol,parfum/fragrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4605,aqua/water,hexylene glycol,poloxamer 184,glycerin 1 %,disodium cocoamphodiacetate,disodium edta,citric acid,dihydrocholeth-30,sodium chloride,sodium diglycolate,sodium glycolate,polyaminopropyl biguanide,parfum/fragrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4606,aqua/water,sorbitol,sodium laureth sulfate,peg-60 hydrogenated castor oil,peg-7 glyceryl cocoate,cocamide mea,ceteareth-60 myristyl glycol,coco-betaine,citric acid,hydroxypropyl guar hydroxypropyltrimonium chloride,niacinamide,parfum/fragrance,peg-75 shea butter glycerides,ppg-5-ceteth-20,salicylic acid,sodium benzoate,sodium chloride,sodium hydroxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4608,aqua/water,sodium laureth sulfate,peg-8,coco-betaine,hexylene glycol,sodium chloride,peg-120 methyl glucose dioleate,zinc pca,sodium hydroxide,citric acid,sodium benzoate,phenoxyethanol,caprylyl glycol,parfum,code fil : b32026/1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4612,aqua/water,cetearyl alcohol,butylene glycol,ppg-15 stearyl ether,ceteareth-33,zinc gluconate,perlite,allantoin,p-anisic acid,caprylyl glycol,citric acid,dimethicone,parfum/fragrance,(code fil : c39329/1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4613,aqua/water,propylene glycol,octyldodecanol,dimethicone,peg-100 stearate,glyceryl stearate,salicylic acid,ammonium polyacryldimethyltauramide/ammonium polyacryldimethyltaurate,zinc pca,sarcosine,sodium hydroxide,silica,silica silylate,perlite,carnosine,disodium edta,capryloyl salicylic acid,xanthan gum,pentylene glycol,acrylates copolymer,cetyl alcohol,butylene glycol,tocopherol,parfum/fragrance,(code fil : b168722/1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4615,aqua/water,isocetyl stearate,squalane,butyrospermum parkii butter/shea butter,dimethicone,glycerin,aluminum starch octenylsuccinate,pentylene glycol,peg-100 stearate,glyceryl stearate,cetyl alcohol,dimethiconol,sodium hydroxide,acetyl dipeptide-1 cetyl ester,acrylates/c10-30 alkyl acrylate crosspolymer,(code fil : b39763/1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4616,aqua/water,peg-7 caprylic/capric glycerides,poloxamer 124,poloxamer 184,peg-6 caprylic/capric glycerides,glycerin,polysorbate 80,zinc pca,sodium hydroxyde,disodium edta,bht,mytrimonium bromide,parfum/fragrance,code fil : b185980/1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4619,aqua/water,hydrogenated polyisobutene,dimethicone,glycerin,butyrospermum parkii butter/shea butter,panthenol,propanediol,butylene glycol,aluminum starch octenylsuccinate,cetyl peg/ppg-10/1 dimethicone,trihydroxystearin,zinc gluconate,madecassoside,manganese gluconate,silica aluminum hydroxide,magnesium sulfate,disodium edta,copper gluconate,capryloyl glycine,citric acid,acetylated glycol stearate,polyglyceryl-4 isostearate,tocopherol,pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate,ci 77891 / titanium dioxide.,(code fil : b179256/1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4620,aqua/water,hydrogenated polyisobutene,dimethicone,glycerin,butyrospermum parkii butter/shea butter,panthenol,propanediol,butylene glycol,aluminum starch octenylsuccinate,cetyl peg/ppg-10/1 dimethicone,trihydroxystearin,zinc gluconate,madecassoside,manganese gluconate,silica aluminum hydroxide,magnesium sulfate,disodium edta,copper gluconate,capryloyl glycine,citric acid,acetylated glycol stearate,polyglyceryl-4 isostearate,tocopherol,pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate,ci 77891 (titanium dioxide),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4621,aqua/water,glycerin,dimethicone,isocetyl stearate,alcohol denat.,silica [nano]/silica,dimethicone/vinyl dimethicone crosspolymer,acrylamide/sodium acryloyldimethyltaurate copolymer,methyl methacrylate crosspolymer,butylene glycol,peg-100 stearate,cocamide mea,sarcosine,glyceryl stearate,triethanolamine,isohexadecane,perlite,capryloyl salicylic acid,tetrasodium edta,pentylene glycol,polysorbate 80,acrylates/c10-30 alkyl acrylate crosspolymer,salicylic acid,parfum/fragrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4623,aqua,sorbitol,sodium laureth sulfate,peg-60 hydrogenated castor oil,peg-7 glyceryl cocoate,cocamide mea,coco-betaine,ceteareth-60 myristyl glycol,citric acid,hydroxypropyl guar hydroxypropyltrimonium chloride,niacinamide,parfum / fragance,peg-55 propylene glycol oleate,peg-75 shea butter glycerides,ppg-5-ceteth-20,propylene glycol,sodium benzoate,sodium chloride,sodium hydroxide (code f.i.l : c41700/1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4624,aqua / water,isostearyl neopentanoate,glycerin,octyldodecanol,propylene glycol,pentylene glycol,acrylamide/sodium acryloyldimethyltaurate copolymer,cetearyl alcohol,glycine soja oil / soybean oil,triethanolamine,isohexadecane,sodium hyaluronate,retinol,retinyl linoleate,adenosine,capryloyl salicylic acid8,caprylyl glycol,polysorbate 80,phenoxyethanol,parfum / fragrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4626,aqua (water),c12-15 alkyl benzoate,glycerin,ethylhexyl salicylate,titanium dioxide [nano]/titanium dioxide,bis-ethylhexyloxyphenol methoxyphenyl triazine,butyl methoxydibenzoylmethane,alcohol denat.,ethyhexyl triazone,dimethicone,octocrylene,pentylene glycol,stearic acid,potasisum cetyl phosphate,methyl methacrylate crosspolymer,nylon-12,synthetic wax,aluminium hydroxide,ammonium polyacryloyldimethyltauramide/ammonium polyacryloyldimethyl taurate,caprylyl glycol,disodium edta,drometrizole trisiloxane,glyceryl stearate,glycine soja oil/soybean oil,hydroxypropyl methylcellulose,isopropyl lauroyl sarcosinate,palmitic acid,peg-100 stearate,phenoxyethanol,stearyl alcohol,terephtalylidene dicamphor sulfonic acid,tocopherol,triethanolamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4627,aqua / water,c12-15 alkyl benzoate,glycerin,propylene glycol ethylhexyl salicylate,alcohol denat.,styrene/acrylates copolymer,bis-ethylhexyloxyphenol methoxyphenyl triazine,drometrizole trisiloxane,butyl methoxydibenzoylmethane,ethylhexyl triazone,polyester-5,acrylates copolymer,caprylyl glycol,disodium edta,ethylenediamine/stearyl dimer dilinoleate copolymer,isopropyl lauroyl sarcosinate,peg-8 laurate,terephthalylidene dicamphor sulfonic acid,tocopherol,triethanolamine (f.i.l b49533/1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4628,aqua / water,c12-15 alkyl benzoate,glycerin,ethylhexyl salicylate,bis-ethylhexyloxyphenol methoxyphenyl triazine,alcohol denat.,diisopropyl sebacate,butyl methoxydibenzoylmethane,drometrizole trisiloxane,propylene glycol,diethylhexyl butamido triazone dimethicone,synthetic wax,titanium dioxide,potassium cetyl phosphate,ammonium polyacryldimethyltauramide / ammonium,polyacryloyldimethyl taurate,caprylyl glycol,disodium edta,glyceryl stearate,hydroxypropyl methylcellulose,isopropyl lauroyl sarcosinate,palmitic acid,peg-100 stearate,pentylene glycol,phenoxyethanol,stearic acid,terephthalylidene dicamphor sulfonic acid,tocopherol,triethanolamine (f.i.l b49533/1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4629,aoua / water,butyrospermum liquidum / mineral 011,octyldooecanœ,niacinamide,dimethicone,alcohol,acrylates/clo-30 glycine,phenoxyethanol,sodium benzoate,edta,tocopherol,parfum / fragrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4630,aoua / water,butyrospermum liquidum / mineral 011,octyldooecanœ,niacinamide,dimethicone,alcohol,acrylates/clo-30 glycine,phenoxyethanol,sodium benzoate,edta,tocopherol,parfum / fragrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
